hubspot_campaign,platform,mapped_campaign,confidence_score
P1_ABM_DREAM-MANUFACTURING_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,Smartlead,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas- Decision Makers,68%
P1_ABM_DREAM-MANUFACTURING_PHL_EMAIL-LI_Vikas-Kimberly_05June2026-SANJEEDA,HeyReach,P1_ABM_DREAM-BPO/KPO_PHL_EMAIL-LI_Vikas-Kimberly_decisionMakers,70%
P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,95%
P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,95%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Government_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Healthcare_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Ecommerce_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Automotive_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Media_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Conglomerate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_RealEstate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_TechTelecom_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_Gamification_OtherSegments_Travel_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,92%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen,71%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P0_ABM_B1_PRTNGamificationConsumerBrands_GCC_EMAIL-LI_NaveenRakesh_19MAY26,64%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P0_ABM_B1_PRTNGamificationRETAIL_GCC_EMAIL-LI_NaveenRakesh_19MAY26,64%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P0_ABM_B1_PRTNGamificationFINTECH_GCC_EMAIL-LI_NaveenRakesh_19MAY26,64%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,Smartlead,P0_ABM_B1_PRTNGamificationBFSI_GCC_EMAIL-LI_NaveenRakesh_19MAY26,64%
P1_ABM_Gamification_OtherSegments_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,HeyReach,P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen,71%
P1_ABM_KekaNetworkRe-EngagementCampaign_GCC_EMAIL_RajeshRakesh_18JUN26,Smartlead,P1_ABM_KekaNetworkRe-engagementCampaign_GCC_EMAIL_RajeshRakesh_18JUN26,95%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,Smartlead,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Insurance,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,Smartlead,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Telecom,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,Smartlead,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Banking,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,Smartlead,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-OilandEnergy,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,Smartlead,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Human Resources,77%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,Smartlead,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Financial Services,77%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,HeyReach,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Insurance,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,HeyReach,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Telecom,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,HeyReach,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Banking,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,HeyReach,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-OilandEnergy,88%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,HeyReach,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Human Resources,77%
P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda,HeyReach,P1_ABM_KenyaPlum-Empuls_AFR_NimeshSanjeeda-Financial Services,77%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen,82%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,66%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Government_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Healthcare_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Ecommerce_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Automotive_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,71%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Media_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Conglomerate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,71%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_RealEstate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_TechTelecom_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_Gamification_OtherSegments_Travel_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,72%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_Solution 3: Plum — Rewards & Gifting Infrastructure _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026 ,66%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_Solution 2: Empuls — Employee Rewards & Recognition _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,67%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P1_ABM_BFSI_Solution 1: Gamification + Merchant-Funded Offers _GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,70%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,Smartlead,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_ABM_PASSDEAL(Muneet)_GCC_-LI_naveen,70%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_ABM_EXCHANGE-COMPANIES_GCC_Email/LI_Nusrat-Sanjeeda,66%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen,71%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P2_ABM_YGAG-PROCUREMENT_LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen_15May2026-SANJEEDA,HeyReach,P2_ABM_YGAG_HR-LEADERS_GCC_EMAIL-LI_naveen-mary-sanjeeda_22May2026,61%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Government_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Healthcare_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Ecommerce_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Automotive_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Media_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,78%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Conglomerate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_RealEstate_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_TechTelecom_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,77%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_Gamification_OtherSegments_Travel_GCC_EMAIL_LI_NaveenRakesh_15MAY2026,78%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P1_ABM_PASSDEAL(Muneet)_GCC_EMAIL-LI_naveen,71%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P0_ABM_B1_PRTNGamificationConsumerBrands_GCC_EMAIL-LI_NaveenRakesh_19MAY26,63%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P0_ABM_B1_PRTNGamificationRETAIL_GCC_EMAIL-LI_NaveenRakesh_19MAY26,63%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P0_ABM_B1_PRTNGamificationFINTECH_GCC_EMAIL-LI_NaveenRakesh_19MAY26,63%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,Smartlead,P0_ABM_B1_PRTNGamificationBFSI_GCC_EMAIL-LI_NaveenRakesh_19MAY26,63%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,HeyReach,P1_ABM_DREAM_Procurement & Sourcing_GCC_EMAIL-LI_naveen,72%
P1_ABM_PrioritySegments_GCC_EMAIL_LI_NaveenRakesh_15May2026,HeyReach,P1_ABM_PASSDEAL(Muneet)_GCC_-LI_naveen,64%
P1_ABM_SMB_Hiring_arjita_19MAY26,Smartlead,P1_ABM_SMB_Hiring_HR_arjita_19MAY26,88%
P1_ABM_SMB_Hiring_arjita_19MAY26,HeyReach,P1_ABM_SMB_Hiring_SALES_arjita_19MAY26,88%
P1_ABM_SMB_Hiring_arjita_19MAY26,HeyReach,P1_ABM_SMB_Hiring_HR_arjita_19MAY26,88%
P1_ABM_SMB_Hiring_arjita_19MAY26,HeyReach,P1_ABM_SMB_DREAM_arjita_19MAY26,71%
P1_ABM_SMB_Hiring_arjita_19MAY26-HR,Smartlead,P1_ABM_SMB_Hiring_HR_arjita_19MAY26,95%
P1_ABM_SMB_Hiring_arjita_19MAY26-HR,HeyReach,P1_ABM_SMB_Hiring_HR_arjita_19MAY26,95%
P1_ABM_SMB_Hiring_arjita_19MAY26-HR,HeyReach,P1_ABM_SMB_Hiring_SALES_arjita_19MAY26,77%
P1_ABM_SMB_Hiring_arjita_19MAY26-HR,HeyReach,P1_ABM_SMB_DREAM_arjita_19MAY26,63%
P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA,Smartlead,P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA-Dormant,91%
P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA,Smartlead,P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA-Cold,91%
P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA,HeyReach,P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA-Dormant,91%
P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA,HeyReach,P1_ABM_US_Advocacy Loyalty & Referrals-SELF_SANJEEDA-Cold,91%
P1_API_Cashback_Global_Email-LI,UNMATCHED,—,0%
P1_EVENTS_HR_Summit_Indonesia_EMAIL-LI_IMELDA-NEHA_,Smartlead,P1_EVENTS_HR_Summit_Indonesia_EMAIL-LI_IMELDA-NEHA_22Apr26,92%
P1_EVENTS_HR_Summit_Indonesia_EMAIL-LI_IMELDA-NEHA_,HeyReach,P1_EVENTS_HR_Summit_Indonesia_EMAIL-LI_IMELDA-NEHA_22Apr26,92%
P1_Events_PICUP Fintech _IND_EMAIL_WHATSAPP_VIKAS_23_APR_2026,UNMATCHED,—,0%
P1_Events_PostEVNT_MoneyAlpha_IND_EMAIL_WHATSAPP_VIKAS_24-25_APR_2026,Smartlead,P1_Events_PostEVNT_MoneyAlpha_IND_EMAIL_WHATSAPP_VIKAS_5May2026,77%
P1_EVNT_CarrotsStakesBengaluru_EMAIL_IND_RushabRakesh_18MAY26,Smartlead,P1_EVNT_CarrotsStakesBengaluru_EMAIL_IND_RushabRakesh_18MAY26,95%
P1_EVNT_CarrotsStakesBengaluru_EMAIL_IND_RushabRakesh_18MAY26,Smartlead,P1_EVNT_PosteventTIEChennai_EMAIL_IND_RushabRakesh_13FEB2026,73%
P1_EVNT_CarrotsStakesBengaluru_EMAIL_IND_RushabRakesh_18MAY26,Smartlead,P1_EVNT_PosteventCarrotStakes_EMAIL_Kenya_RushabRakesh_26MAR2026,69%
P1_EVNT_PosteventCarrotStakes_EMAIL_Kenya_RushabRakesh_26MAR2026,Smartlead,P1_EVNT_PosteventCarrotStakes_EMAIL_Kenya_RushabRakesh_26MAR2026,95%
P1_EVNT_PosteventCarrotStakes_EMAIL_Kenya_RushabRakesh_26MAR2026,Smartlead,P1_EVNT_CarrotsStakesBengaluru_EMAIL_IND_RushabRakesh_18MAY26,68%
P1_EVNT_PosteventCarrotStakes_EMAIL_Kenya_RushabRakesh_26MAR2026,Smartlead,P1_EVNT_PosteventTIEChennai_EMAIL_IND_RushabRakesh_13FEB2026,69%
P1_EVNT_PosteventTIEChennai_EMAIL_IND_RushabRakesh_13FEB2026,Smartlead,P1_EVNT_PosteventTIEChennai_EMAIL_IND_RushabRakesh_13FEB2026,95%
P1_EVNT_PosteventTIEChennai_EMAIL_IND_RushabRakesh_13FEB2026,Smartlead,P1_EVNT_CarrotsStakesBengaluru_EMAIL_IND_RushabRakesh_18MAY26,73%
P1_EVNT_PosteventTIEChennai_EMAIL_IND_RushabRakesh_13FEB2026,Smartlead,P1_EVNT_PosteventCarrotStakes_EMAIL_Kenya_RushabRakesh_26MAR2026,69%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_ROW_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_UKEU_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_US_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_GCC_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_SEA_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_IND_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,73%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,Smartlead,P1_PRTN_SAPClientListOutreach_EMAIL_SEA_NicholesRakesh_15JUN26,72%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,HeyReach,P1_PRTN_DarwinboxClientsOutreach_USA_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,HeyReach,P1_PRTN_DarwinboxClientsOutreach_IND_EMAIL_LI_NicholesRakesh_2JUNE26,80%
P1_PRTN_DarwinboxClientsOutreach_AllGeo_EMAIL_LI_NicholesRakesh_2JUNE26,HeyReach,P1_PRTN_DarwinboxClientsOutreach_IND_Linkedin_NicholesRakesh_2JUNE26 1,68%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,Smartlead,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_APAC_EMAIL_LI_AmbikaRakesh_08JUN26,70%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,Smartlead,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_UKEU_EMAIL_LI_AmbikaRakesh_08JUN26,70%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,Smartlead,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_NA_EMAIL_LI_AmbikaRakesh_08JUN26,70%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,Smartlead,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_IND_EMAIL_LI_AmbikaRakesh_08JUN26,70%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,Smartlead,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_ROW_EMAIL_08JUN26,67%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,HeyReach,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_ROW_LI_AmbikaRakesh_08JUN26,60%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,HeyReach,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_APAC_LI_AmbikaRakesh_08JUN26,60%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,HeyReach,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_UKEU_LI_AmbikaRakesh_08JUN26,60%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,HeyReach,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_IND_LI_AmbikaRakesh_08JUN26,60%
P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_AllGEO_EMAIL_LI_08JUN26,HeyReach,P1_PRTN_PartnercommunityOutreach_SalesforceLoyalty_NA_LI_AmbikaRakesh_08JUN26,60%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,95%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_ROW_EMAIL_LI_NicholesRakesh_2JUNE26,66%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_UKEU_EMAIL_LI_NicholesRakesh_2JUNE26,66%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_US_EMAIL_LI_NicholesRakesh_2JUNE26,79%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_GCC_EMAIL_LI_NicholesRakesh_2JUNE26,66%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_SEA_EMAIL_LI_NicholesRakesh_2JUNE26,66%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_IND_EMAIL_LI_NicholesRakesh_2JUNE26,66%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P0_PRTN_PeopleStrongClientsOutreach_Email_LI_AUS_NicholesRakesh_30MAY26,63%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_SAPClientListOutreach_EMAIL_LI_AUS_NZ_NicholesRakeshJames_15JUN26,78%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_SAPClientListOutreach_EMAIL_LI_AUS_NZ_NicholesRakeshBelinda_15JUN26,70%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,Smartlead,P1_PRTN_SAPClientListOutreach_EMAIL_SEA_NicholesRakesh_15JUN26,66%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,HeyReach,P1_PRTN_DarwinboxClientsOutreach_USA_EMAIL_LI_NicholesRakesh_2JUNE26,79%
P1_PRTN_SAPAEClientoutreach_AUS_EMAIL_LI_NicholesRakesh_02JUN26,HeyReach,P1_PRTN_DarwinboxClientsOutreach_IND_EMAIL_LI_NicholesRakesh_2JUNE26,66%
P1_PRTN_UKGReps_US_EMAIL_LI_YashRakesh_22MAY26,Smartlead,P1_PRTN_UKGRepsOutreach_US_EMAIL_LI_YashRakesh_21MAY26,80%
P1_PRTN_UKGReps_US_EMAIL_LI_YashRakesh_22MAY26,Smartlead,P1_PRTN_DarwinboxClientsOutreach_US_EMAIL_LI_NicholesRakesh_2JUNE26,67%
P1_PRTN_UKGReps_US_EMAIL_LI_YashRakesh_22MAY26,HeyReach,P1_PRTN_UKGReps_US_LI_YashRakesh_22MAY26,90%
P1_PRTNR_BambooHR_US_Email_Yash_27Apr26,Smartlead,P1_PRTNR_BambooHR_US_Email_Yash_27Apr26,95%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Faith and Nimesh,69%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan,74%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_EmbeddedBNPL-FR,72%
P2_ABM_BFSI-Stanbic_AFR_EMAIL-LI_Roshaan-Faith-Nimesh_01Jun2026-SANJEEDA,Smartlead,P2_ABM_BNPL_AFR_EMAIL-LI_Roshaan-Mary-Sanjeeda_PurePlay-FR,72%
